Customer,State Code,Coverage,Education,Accident Date,Report Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Policy Type,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
FQ61281,IA,Extended,High School or Below,6/4/2013,8/7/2014,Employed,M,58958,Suburban,Married,Personal Auto,Collision,Call Center,1108.8,Luxury Car,Small
NJ72300,IA,Basic,Bachelor,7/3/2016,28/2/2017,Unemployed,F,0,Suburban,Married,Personal Auto,Hail,Web,740.963933,SUV,Small
YO81740,IA,Extended,Bachelor,6/11/2010,26/1/2012,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,705.6,Four-Door Car,Small
WM25415,IA,Basic,High School or Below,31/10/2016,31/3/2017,Employed,F,34430,Urban,Divorced,Personal Auto,Collision,Agent,184.958966,Two-Door Car,Medsize
GU41036,IA,Extended,High School or Below,21/9/2015,8/11/2016,Disabled,M,13411,Suburban,Married,Personal Auto,Collision,Branch,609.6,SUV,Medsize
NN66592,MO,Basic,Bachelor,11/8/2015,11/2/2017,Employed,M,73758,Urban,Married,Personal Auto,Scratch/Dent,Branch,301.562622,Four-Door Car,Medsize
TO29918,MO,Basic,High School or Below,23/6/2013,26/11/2016,Unemployed,F,0,Suburban,Divorced,Personal Auto,Collision,Agent,1397.954723,Sports Car,Medsize
PF53601,IA,Basic,Bachelor,9/1/2016,9/11/2016,Medical Leave,M,17130,Suburban,Divorced,Special Auto,Collision,Agent,950.4,Luxury SUV,Medsize
TF61492,KS,Extended,College,28/9/2012,10/6/2013,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Branch,662.4,Four-Door Car,Medsize
PD52748,IA,Extended,High School or Below,25/10/2016,2/6/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,1353.28906,SUV,Medsize
TF68928,NE,Extended,Bachelor,1/8/2010,27/1/2017,Disabled,M,10517,Urban,Single,Personal Auto,Collision,Agent,441.540848,Four-Door Car,Medsize
VZ79366,MO,Premium,College,1/1/2011,17/9/2015,Employed,M,58842,Suburban,Married,Personal Auto,Hail,Branch,528,Four-Door Car,Medsize
SQ53118,MO,Basic,College,6/7/2013,22/1/2016,Employed,M,22355,Suburban,Married,Personal Auto,Hail,Branch,340.8,Four-Door Car,Medsize
QZ56257,KS,Extended,High School or Below,2/9/2015,9/1/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,1605.6,Luxury Car,Medsize
ZI34278,NE,Basic,Bachelor,12/12/2014,3/1/2015,Medical Leave,F,21137,Suburban,Single,Personal Auto,Hail,Web,292.8,Four-Door Car,Medsize
ZB82406,IA,Extended,Bachelor,12/4/2014,6/2/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Branch,712.8,Four-Door Car,Small
OP93305,MO,Extended,High School or Below,10/9/2017,19/9/2017,Employed,M,78255,Suburban,Single,Personal Auto,Other,Branch,456,Four-Door Car,Small
CK31454,NE,Basic,Bachelor,11/6/2015,10/2/2016,Employed,F,35625,Urban,Married,Special Auto,Hail,Agent,288.572108,Four-Door Car,Medsize
FX81675,MO,Basic,College,7/4/2012,24/10/2015,Employed,F,87957,Suburban,Divorced,Personal Auto,Scratch/Dent,Agent,308.321335,Four-Door Car,Small
BK85520,IA,Basic,College,20/6/2017,22/6/2017,Employed,F,25915,Suburban,Single,Corporate Auto,Collision,Agent,317.979988,Two-Door Car,Medsize
KB18303,MO,Basic,College,15/3/2015,8/1/2017,Employed,M,62464,Urban,Married,Corporate Auto,Hail,Agent,400.181882,Sports Car,Medsize
GX47381,MO,Extended,High School or Below,9/10/2010,18/2/2015,Unemployed,M,0,Suburban,Married,Corporate Auto,Collision,Agent,628.8,SUV,Medsize
RX31862,MO,Extended,High School or Below,20/11/2016,14/5/2017,Employed,M,49529,Urban,Married,Personal Auto,Other,Agent,234.723464,Two-Door Car,Medsize
YQ58965,MO,Extended,Bachelor,16/12/2015,5/1/2016,Retired,F,23376,Suburban,Divorced,Personal Auto,Hail,Call Center,374.4,Four-Door Car,Medsize
HG60406,MO,Extended,College,10/5/2017,12/6/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Scratch/Dent,Call Center,583.2,Four-Door Car,Medsize
BC52397,NE,Basic,College,13/1/2012,28/4/2015,Employed,M,67952,Rural,Married,Personal Auto,Other,Branch,167.405624,Two-Door Car,Medsize
AR69517,MO,Basic,College,30/11/2014,24/7/2017,Retired,M,25251,Suburban,Divorced,Corporate Auto,Hail,Web,316.8,Four-Door Car,Medsize
JJ23168,NE,Basic,High School or Below,31/10/2012,22/3/2013,Employed,F,20497,Suburban,Married,Personal Auto,Other,Branch,425.358596,Four-Door Car,Small
NB39218,MO,Premium,High School or Below,22/3/2016,29/5/2017,Employed,M,68420,Suburban,Married,Personal Auto,Hail,Branch,499.2,Four-Door Car,Medsize
FP95606,NE,Extended,College,7/9/2015,24/3/2017,Employed,F,24711,Rural,Married,Personal Auto,Scratch/Dent,Agent,259.998169,Sports Car,Small
YP27180,MO,Basic,College,24/1/2013,13/1/2015,Employed,F,76530,Rural,Divorced,Personal Auto,Scratch/Dent,Call Center,254.149197,SUV,Medsize
JK74110,MO,Extended,High School or Below,9/7/2016,6/9/2016,Employed,M,98333,Urban,Married,Personal Auto,Collision,Branch,459.048775,Four-Door Car,Medsize
MC85738,MO,Extended,Bachelor,1/3/2012,24/1/2014,Unemployed,F,0,Suburban,Divorced,Personal Auto,Collision,Call Center,667.2,SUV,Medsize
CE78778,IA,Premium,College,1/6/2017,6/6/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Web,1116.943654,Four-Door Car,Small
LT72149,OK,Premium,High School or Below,1/6/2012,31/1/2014,Unemployed,M,0,Suburban,Married,Personal Auto,Hail,Web,1027.000029,SUV,Medsize
ZC89812,NE,Basic,Bachelor,16/1/2014,5/5/2016,Unemployed,M,0,Suburban,Divorced,Personal Auto,Collision,Branch,532.8,Four-Door Car,Medsize
GF68713,IA,Extended,Bachelor,25/6/2012,24/7/2016,Employed,M,24695,Suburban,Married,Personal Auto,Scratch/Dent,Web,393.6,Four-Door Car,Large
HB23001,MO,Premium,Bachelor,9/1/2017,27/5/2017,Employed,M,26287,Rural,Married,Personal Auto,Hail,Branch,279.378884,Two-Door Car,Medsize
DH99299,MO,Basic,College,10/4/2012,30/1/2013,Employed,M,83846,Suburban,Married,Personal Auto,Hail,Agent,355.2,Four-Door Car,Large
RA61917,KS,Basic,High School or Below,23/12/2012,21/12/2016,Employed,F,76081,Suburban,Single,Personal Auto,Hail,Branch,384.210821,Four-Door Car,Medsize
KM65135,IA,Basic,College,20/12/2011,24/5/2015,Disabled,M,14957,Suburban,Single,Corporate Auto,Collision,Branch,316.8,Four-Door Car,Small
RR37482,KS,Premium,High School or Below,16/3/2015,14/4/2015,Employed,M,41727,Rural,Married,Personal Auto,Collision,Agent,82.25632,Four-Door Car,Medsize
WM24870,OK,Basic,College,17/10/2014,16/4/2017,Employed,F,89092,Rural,Divorced,Personal Auto,Collision,Branch,91.8198,Two-Door Car,Medsize
EC78254,KS,Basic,College,27/2/2016,30/6/2016,Employed,F,53986,Rural,Married,Corporate Auto,Collision,Branch,127.886591,Four-Door Car,Medsize
CQ19667,IA,Premium,Bachelor,1/12/2011,15/8/2013,Employed,F,49853,Suburban,Single,Personal Auto,Collision,Branch,679.534284,Four-Door Car,Medsize
AY43037,IA,Basic,High School or Below,23/7/2015,30/10/2015,Employed,M,36670,Suburban,Single,Corporate Auto,Collision,Branch,907.2,Luxury Car,Medsize
GN36177,OK,Basic,Bachelor,19/6/2015,1/8/2015,Employed,M,43626,Suburban,Divorced,Personal Auto,Other,Call Center,321.6,Two-Door Car,Small
VL36269,KS,Basic,High School or Below,20/7/2010,22/3/2013,Unemployed,F,0,Suburban,Single,Special Auto,Collision,Branch,504,Four-Door Car,Small
UA58104,MO,Basic,College,4/6/2017,16/7/2017,Employed,F,76505,Rural,Married,Personal Auto,Collision,Branch,144.051716,Four-Door Car,Medsize
GR12431,MO,Basic,College,2/2/2012,21/3/2017,Employed,F,66216,Rural,Single,Personal Auto,Hail,Web,96.723812,Sports Car,Medsize
IV37346,IA,Basic,College,10/10/2012,9/11/2012,Employed,F,52497,Suburban,Divorced,Corporate Auto,Collision,Agent,302.4,Two-Door Car,Small
VU99589,NE,Basic,High School or Below,28/12/2016,14/3/2017,Employed,F,20090,Suburban,Married,Personal Auto,Hail,Agent,523.2,Sports Car,Medsize
VV61641,IA,Premium,High School or Below,3/5/2011,1/7/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,1543.932434,SUV,Medsize
ZY26831,MO,Extended,Bachelor,18/6/2014,19/1/2016,Employed,F,37751,Rural,Single,Corporate Auto,Collision,Agent,56.692777,Four-Door Car,Medsize
IP84574,IA,Basic,College,16/12/2011,19/8/2014,Employed,F,54840,Suburban,Single,Corporate Auto,Collision,Branch,468.728516,Four-Door Car,Small
XF33416,IA,Premium,College,22/7/2017,8/8/2017,Employed,F,31986,Suburban,Divorced,Personal Auto,Collision,Branch,532.8,Four-Door Car,Small
PV62583,OK,Extended,College,22/8/2016,7/9/2017,Medical Leave,M,22166,Suburban,Married,Personal Auto,Collision,Web,604.8,SUV,Medsize
QK29271,MO,Extended,Bachelor,11/2/2015,1/4/2016,Unemployed,M,0,Suburban,Single,Corporate Auto,Hail,Agent,2270.508697,Luxury Car,Medsize
ZF58696,MO,Extended,High School or Below,4/12/2012,13/5/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,1430.548077,Sports Car,Medsize
PK37320,IA,Basic,Master,5/1/2013,21/10/2016,Employed,F,83838,Urban,Married,Personal Auto,Scratch/Dent,Call Center,281.405931,Two-Door Car,Medsize
EP35930,IA,Basic,Master,22/6/2010,21/6/2016,Employed,F,46061,Rural,Married,Personal Auto,Scratch/Dent,Branch,21.612658,Two-Door Car,Large
TS34391,IA,Basic,College,6/10/2011,13/2/2015,Employed,M,50825,Urban,Married,Personal Auto,Collision,Agent,369.614729,SUV,Medsize
ST65635,NE,Basic,College,16/4/2012,24/6/2016,Retired,F,14030,Suburban,Married,Corporate Auto,Hail,Branch,345.6,Two-Door Car,Large
AQ25590,KS,Extended,High School or Below,6/5/2013,26/8/2015,Medical Leave,F,20282,Suburban,Divorced,Personal Auto,Collision,Agent,507.549315,Two-Door Car,Medsize
QK37708,MO,Basic,Bachelor,29/11/2014,26/6/2015,Employed,M,50146,Suburban,Married,Personal Auto,Hail,Branch,759.291202,SUV,Medsize
EY83434,KS,Extended,High School or Below,4/4/2015,4/5/2017,Unemployed,M,0,Suburban,Married,Personal Auto,Hail,Branch,580.8,SUV,Large
DQ55516,MO,Extended,Bachelor,14/1/2015,29/8/2015,Employed,F,20472,Suburban,Single,Corporate Auto,Collision,Agent,667.2,SUV,Medsize
KS72802,IA,Extended,Master,3/6/2012,13/9/2017,Employed,F,85751,Urban,Married,Corporate Auto,Hail,Agent,391.210704,Four-Door Car,Medsize
PE32165,MO,Basic,High School or Below,20/9/2010,3/7/2013,Employed,F,76912,Rural,Married,Corporate Auto,Other,Agent,169.226996,Sports Car,Medsize
XO78284,NE,Extended,Master,25/5/2012,27/9/2013,Employed,M,96335,Rural,Single,Personal Auto,Collision,Branch,161.388136,Four-Door Car,Small
HS39343,KS,Basic,Bachelor,20/9/2013,26/6/2015,Disabled,F,29633,Urban,Married,Corporate Auto,Collision,Agent,534.653787,Luxury Car,Medsize
ZF77631,MO,Basic,Master,21/6/2014,7/11/2014,Employed,M,80540,Rural,Married,Personal Auto,Other,Agent,65.845112,Four-Door Car,Medsize
ZE60021,OK,Extended,High School or Below,10/2/2012,31/5/2012,Medical Leave,F,14465,Suburban,Married,Corporate Auto,Collision,Web,944.506601,Sports Car,Small
IU15885,KS,Basic,Bachelor,17/12/2012,7/12/2013,Unemployed,F,0,Suburban,Married,Personal Auto,Hail,Agent,316.8,Four-Door Car,Small
HI16116,IA,Basic,Master,24/4/2010,26/5/2017,Employed,F,29899,Suburban,Married,Personal Auto,Hail,Agent,419.302975,Four-Door Car,Small
WH41496,KS,Extended,College,24/8/2011,10/3/2015,Unemployed,M,0,Suburban,Married,Personal Auto,Hail,Web,652.8,SUV,Large
IQ24777,OK,Basic,Bachelor,18/8/2014,9/2/2017,Employed,M,71391,Urban,Married,Personal Auto,Hail,Agent,284.000172,Four-Door Car,Medsize
CA55066,NE,Premium,High School or Below,5/8/2013,17/3/2015,Employed,M,57449,Suburban,Single,Personal Auto,Collision,Agent,494.4,Four-Door Car,Medsize
LG87047,MO,Basic,High School or Below,10/7/2014,1/8/2017,Disabled,M,14209,Suburban,Married,Personal Auto,Scratch/Dent,Web,297.6,Four-Door Car,Medsize
TK38732,IA,Extended,High School or Below,9/10/2014,20/4/2017,Employed,M,47824,Urban,Married,Personal Auto,Other,Agent,546.046853,SUV,Medsize
KH94432,NE,Basic,Doctor,4/12/2015,14/1/2017,Employed,F,48696,Rural,Married,Corporate Auto,Scratch/Dent,Agent,48.762193,Four-Door Car,Medsize
ID21652,KS,Basic,Bachelor,8/10/2015,9/3/2017,Employed,F,79189,Rural,Married,Personal Auto,Hail,Branch,56.092247,Two-Door Car,Medsize
RV90030,MO,Basic,High School or Below,6/3/2011,6/1/2017,Unemployed,F,0,Suburban,Single,Special Auto,Collision,Agent,1148.461246,Sports Car,Medsize
CK36026,NE,Extended,Bachelor,7/2/2011,6/7/2016,Medical Leave,F,23870,Suburban,Married,Personal Auto,Hail,Web,500.577875,Two-Door Car,Medsize
UR27848,MO,Basic,College,2/3/2014,17/10/2015,Unemployed,M,0,Suburban,Divorced,Personal Auto,Collision,Agent,350.4,Two-Door Car,Medsize
KP68957,MO,Basic,Bachelor,12/2/2012,3/3/2013,Employed,F,41059,Rural,Married,Corporate Auto,Hail,Branch,151.670029,Four-Door Car,Medsize
LC86277,IA,Extended,High School or Below,17/7/2015,31/7/2015,Disabled,M,19447,Suburban,Married,Corporate Auto,Hail,Call Center,640.8,Four-Door Car,Medsize
UW55977,KS,Basic,Bachelor,1/5/2012,5/6/2017,Employed,M,94392,Rural,Married,Personal Auto,Collision,Call Center,156.18031,Four-Door Car,Small
RE46032,OK,Extended,College,24/10/2015,15/11/2015,Medical Leave,M,23203,Suburban,Single,Personal Auto,Collision,Agent,1158.79311,SUV,Medsize
CG69038,KS,Basic,College,21/9/2017,22/9/2017,Employed,M,38157,Rural,Married,Personal Auto,Scratch/Dent,Branch,81.53233,Two-Door Car,Medsize
IR73545,IA,Extended,College,15/5/2011,1/7/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,604.8,SUV,Medsize
CR85257,IA,Basic,High School or Below,22/4/2015,20/7/2015,Employed,M,99761,Suburban,Single,Corporate Auto,Hail,Branch,452.246664,Two-Door Car,Medsize
JX88012,IA,Basic,College,23/9/2013,16/6/2017,Employed,F,98350,Urban,Married,Corporate Auto,Collision,Agent,289.181979,SUV,Medsize
ED44765,IA,Basic,High School or Below,22/4/2016,5/10/2016,Employed,F,25318,Suburban,Married,Personal Auto,Hail,Call Center,302.4,Four-Door Car,Small
TW81986,NE,Extended,Bachelor,26/8/2014,17/12/2016,Employed,F,51721,Urban,Married,Personal Auto,Hail,Agent,625.282599,SUV,Medsize
HA56889,OK,Basic,Bachelor,3/3/2017,13/4/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,851.031598,Sports Car,Small
EB72669,MO,Extended,Bachelor,18/9/2013,29/8/2015,Unemployed,M,0,Suburban,Single,Personal Auto,Other,Web,374.4,Four-Door Car,Medsize
CH95772,MO,Basic,College,20/9/2016,3/8/2017,Employed,M,68321,Urban,Single,Personal Auto,Other,Branch,198.263056,Four-Door Car,Medsize
OZ62735,NE,Extended,Bachelor,24/5/2016,15/12/2016,Employed,M,69161,Urban,Married,Personal Auto,Collision,Agent,441.138769,Sports Car,Medsize
UN50538,IA,Extended,Bachelor,15/12/2014,18/5/2016,Employed,F,72667,Urban,Married,Personal Auto,Collision,Agent,383.228397,Four-Door Car,Large
JS76871,IA,Basic,High School or Below,10/1/2014,27/10/2016,Employed,M,62082,Rural,Married,Corporate Auto,Collision,Agent,91.036967,Four-Door Car,Medsize
UG42487,NE,Extended,High School or Below,3/6/2010,27/12/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,626.4,Four-Door Car,Medsize
TB56369,MO,Premium,Bachelor,11/12/2010,1/8/2016,Employed,F,36551,Rural,Single,Personal Auto,Collision,Branch,53.837271,Four-Door Car,Medsize
ZN27753,IA,Basic,Bachelor,28/8/2013,12/4/2014,Employed,M,70524,Suburban,Married,Personal Auto,Hail,Web,350.4,Four-Door Car,Medsize
FH22442,MO,Basic,High School or Below,3/3/2012,5/10/2012,Employed,F,60477,Rural,Married,Corporate Auto,Hail,Agent,139.841411,Four-Door Car,Medsize
LV81383,KS,Extended,High School or Below,5/3/2010,7/5/2013,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,460.8,Four-Door Car,Large
HI34993,IA,Basic,High School or Below,28/5/2014,16/9/2016,Employed,M,40376,Suburban,Married,Personal Auto,Hail,Agent,427.874055,Four-Door Car,Large
KW59167,IA,Extended,College,16/12/2016,19/3/2017,Employed,F,72608,Suburban,Married,Personal Auto,Hail,Agent,393.6,Four-Door Car,Medsize
BL44722,OK,Premium,High School or Below,10/8/2011,12/10/2012,Employed,F,46587,Suburban,Divorced,Personal Auto,Collision,Call Center,571.2,Four-Door Car,Medsize
QV11152,NE,Basic,High School or Below,16/1/2017,20/4/2017,Employed,M,34398,Suburban,Married,Personal Auto,Scratch/Dent,Agent,292.8,Two-Door Car,Small
SG53084,MO,Basic,Bachelor,17/4/2016,6/6/2016,Employed,F,70432,Rural,Married,Personal Auto,Other,Web,6.422285,Four-Door Car,Medsize
EZ30537,IA,Premium,Doctor,14/2/2013,23/1/2014,Employed,F,79655,Rural,Married,Personal Auto,Hail,Branch,498.159874,Luxury Car,Medsize
AY35050,NE,Extended,College,14/7/2013,23/8/2013,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Branch,470.4,Two-Door Car,Medsize
UQ59692,MO,Extended,Bachelor,28/2/2014,20/4/2016,Employed,F,73457,Rural,Married,Personal Auto,Other,Branch,198.115298,SUV,Small
JF11031,MO,Extended,College,8/2/2016,30/8/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Hail,Web,393.6,Four-Door Car,Medsize
DE53644,MO,Basic,Bachelor,26/10/2010,17/11/2013,Employed,F,23059,Suburban,Married,Personal Auto,Hail,Web,372.430947,Two-Door Car,Medsize
KR53335,KS,Basic,Bachelor,23/1/2016,8/1/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Scratch/Dent,Branch,316.8,Four-Door Car,Small
AJ89108,MO,Premium,Bachelor,27/2/2010,14/11/2011,Employed,F,51643,Suburban,Single,Personal Auto,Hail,Agent,1358.4,Luxury Car,Medsize
MZ10085,OK,Basic,High School or Below,23/12/2015,6/6/2017,Employed,M,72531,Suburban,Married,Personal Auto,Hail,Call Center,523.2,Sports Car,Medsize
EV68966,MO,Basic,College,1/5/2017,18/8/2017,Employed,M,87840,Rural,Married,Personal Auto,Collision,Call Center,161.590594,SUV,Medsize
PS28082,NE,Basic,High School or Below,22/5/2016,22/6/2017,Employed,M,57563,Suburban,Divorced,Personal Auto,Collision,Branch,316.8,Four-Door Car,Medsize
MX89333,NE,Basic,Bachelor,16/9/2017,19/9/2017,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Branch,345.6,Two-Door Car,Large
OE14751,IA,Extended,Doctor,16/1/2015,1/2/2015,Employed,M,31278,Suburban,Married,Personal Auto,Collision,Branch,441.6,Two-Door Car,Medsize
YI73667,OK,Basic,College,16/3/2010,15/4/2011,Unemployed,F,0,Suburban,Married,Personal Auto,Hail,Web,345.6,Four-Door Car,Medsize
AX70794,MO,Basic,High School or Below,18/8/2012,18/12/2012,Employed,M,47122,Suburban,Single,Personal Auto,Hail,Branch,297.6,Two-Door Car,Medsize
BF69918,IA,Extended,High School or Below,20/10/2015,20/8/2016,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Web,534.228036,Four-Door Car,Medsize
KE61355,IA,Basic,High School or Below,2/7/2016,7/7/2016,Employed,F,60260,Suburban,Married,Corporate Auto,Hail,Web,328.366827,Four-Door Car,Medsize
HG65194,IA,Extended,College,22/4/2011,18/12/2012,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Branch,600,SUV,Medsize
GV68933,NE,Basic,High School or Below,27/3/2011,4/9/2011,Disabled,M,12677,Suburban,Married,Personal Auto,Collision,Call Center,500.633484,SUV,Medsize
LM76366,OK,Extended,High School or Below,28/7/2013,31/5/2014,Employed,M,28564,Suburban,Married,Corporate Auto,Hail,Branch,364.8,Two-Door Car,Small
PS57128,MO,Extended,Bachelor,25/10/2011,3/2/2016,Employed,F,41341,Rural,Single,Personal Auto,Scratch/Dent,Agent,240.24432,Four-Door Car,Medsize
AH55475,NE,Extended,College,23/4/2013,18/9/2017,Employed,M,44246,Suburban,Married,Personal Auto,Collision,Web,585.6,SUV,Small
LE91297,IA,Basic,Master,17/7/2012,1/6/2016,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Agent,340.8,Four-Door Car,Small
IF18508,MO,Extended,High School or Below,14/9/2013,1/11/2015,Employed,F,70610,Rural,Single,Personal Auto,Other,Agent,240.977382,Four-Door Car,Large
YE87442,NE,Extended,High School or Below,22/8/2017,23/8/2017,Employed,F,34831,Suburban,Married,Personal Auto,Collision,Branch,595.2,SUV,Medsize
QD85803,MO,Extended,Bachelor,1/10/2016,27/6/2017,Employed,F,30374,Urban,Married,Personal Auto,Hail,Call Center,304.537298,Four-Door Car,Medsize
SF25048,MO,Basic,College,8/3/2013,28/3/2017,Employed,M,50825,Urban,Married,Personal Auto,Collision,Agent,369.614729,SUV,Medsize
FH39423,IA,Basic,Master,12/7/2015,12/7/2015,Employed,F,80727,Rural,Married,Personal Auto,Hail,Call Center,98.71658,Four-Door Car,Medsize
LW43630,MO,Extended,Bachelor,22/1/2016,14/5/2017,Employed,F,71269,Urban,Married,Personal Auto,Collision,Branch,350.689559,Four-Door Car,Medsize
XO17798,KS,Basic,High School or Below,5/2/2016,8/9/2016,Employed,M,45794,Suburban,Married,Personal Auto,Hail,Agent,449.63005,Four-Door Car,Small
IN15077,MO,Basic,High School or Below,18/9/2017,19/9/2017,Employed,M,99874,Urban,Married,Corporate Auto,Hail,Call Center,307.639408,Sports Car,Medsize
NE16405,MO,Basic,Bachelor,21/4/2010,18/12/2010,Employed,F,76731,Urban,Married,Personal Auto,Hail,Agent,201.455005,Four-Door Car,Medsize
TU82820,MO,Basic,Master,6/3/2013,26/8/2017,Employed,M,73019,Suburban,Divorced,Corporate Auto,Collision,Agent,537.6,SUV,Large
FR26341,IA,Basic,Master,5/2/2014,30/3/2016,Disabled,M,19112,Urban,Married,Personal Auto,Hail,Web,259.006614,Four-Door Car,Medsize
MT27589,IA,Extended,College,11/9/2013,10/3/2015,Employed,M,58414,Suburban,Single,Corporate Auto,Hail,Agent,1008,Luxury SUV,Small
UG72692,IA,Basic,Bachelor,4/4/2014,21/8/2014,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,734.072654,Four-Door Car,Small
MP95255,MO,Extended,High School or Below,22/7/2017,24/8/2017,Employed,F,66676,Suburban,Married,Personal Auto,Scratch/Dent,Agent,558.099357,Four-Door Car,Small
EM16179,NE,Basic,College,12/9/2011,26/7/2013,Employed,F,69011,Suburban,Single,Personal Auto,Collision,Call Center,336,Four-Door Car,Medsize
DR77208,MO,Extended,Bachelor,5/1/2013,6/1/2015,Unemployed,M,0,Rural,Married,Personal Auto,Other,Call Center,58.714775,Two-Door Car,Medsize
PR31509,OK,Basic,Bachelor,5/1/2011,28/8/2014,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Branch,340.8,Four-Door Car,Medsize
SE33381,NE,Extended,Bachelor,12/2/2013,19/5/2017,Unemployed,F,0,Suburban,Single,Corporate Auto,Other,Call Center,907.2,SUV,Medsize
BW43011,MO,Basic,High School or Below,2/7/2017,23/9/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,806.4,SUV,Medsize
YP96182,IA,Basic,Master,16/2/2017,10/5/2017,Employed,M,31385,Rural,Divorced,Personal Auto,Scratch/Dent,Agent,68.193193,Four-Door Car,Medsize
WI58274,IA,Basic,College,23/2/2014,5/1/2017,Employed,F,68261,Rural,Married,Personal Auto,Hail,Agent,84.097896,Sports Car,Medsize
YF26585,OK,Basic,High School or Below,25/6/2016,20/4/2017,Employed,M,92324,Suburban,Married,Corporate Auto,Collision,Agent,603.110961,Sports Car,Large
UH76090,MO,Extended,Bachelor,11/4/2015,20/4/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,1237.257917,SUV,Medsize
VF36700,IA,Extended,Master,7/2/2012,16/10/2012,Retired,F,20983,Urban,Single,Personal Auto,Collision,Branch,451.751555,Four-Door Car,Medsize
CS32416,IA,Basic,Bachelor,25/10/2016,22/12/2016,Employed,M,68004,Suburban,Single,Corporate Auto,Collision,Agent,416.344082,Two-Door Car,Medsize
AT18041,MO,Basic,High School or Below,22/2/2011,9/1/2013,Employed,F,63471,Suburban,Married,Personal Auto,Hail,Agent,387.71779,Two-Door Car,Large
TB54645,IA,Extended,Bachelor,13/2/2015,25/5/2017,Disabled,F,27369,Urban,Married,Personal Auto,Collision,Call Center,331.94306,Four-Door Car,Medsize
LX11170,IA,Basic,High School or Below,26/12/2010,5/3/2014,Employed,F,36839,Rural,Married,Personal Auto,Hail,Agent,152.496995,Four-Door Car,Medsize
RO43614,KS,Basic,Bachelor,7/8/2017,11/8/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,312,Four-Door Car,Medsize
QS36363,NE,Premium,High School or Below,4/8/2016,17/10/2016,Employed,F,26149,Suburban,Married,Personal Auto,Other,Web,753.6,SUV,Medsize
FX72157,IA,Premium,High School or Below,18/1/2015,12/5/2015,Employed,F,52440,Urban,Single,Corporate Auto,Hail,Agent,371.206205,Four-Door Car,Medsize
XC43591,IA,Premium,College,15/3/2015,21/8/2016,Employed,M,24571,Suburban,Married,Personal Auto,Collision,Agent,523.2,Four-Door Car,Medsize
PJ71030,IA,Extended,High School or Below,23/4/2014,22/9/2016,Unemployed,M,0,Suburban,Single,Special Auto,Hail,Branch,432,Four-Door Car,Medsize
JH14651,KS,Extended,Master,27/1/2014,14/3/2016,Employed,M,60244,Urban,Married,Personal Auto,Scratch/Dent,Agent,326.281835,Four-Door Car,Medsize
YG42297,NE,Basic,College,27/3/2011,3/1/2016,Unemployed,M,0,Urban,Married,Personal Auto,Other,Web,216.700125,Four-Door Car,Medsize
TY31217,KS,Premium,Bachelor,18/5/2011,9/8/2014,Employed,F,51643,Suburban,Single,Personal Auto,Hail,Agent,1358.4,Luxury Car,Medsize
KU69274,NE,Extended,High School or Below,8/9/2015,19/7/2017,Disabled,F,17157,Suburban,Married,Personal Auto,Collision,Agent,770.746666,SUV,Small
MU53420,IA,Basic,High School or Below,23/2/2010,4/2/2016,Unemployed,M,0,Suburban,Married,Personal Auto,Hail,Call Center,496.474767,Two-Door Car,Medsize
RE36747,OK,Extended,High School or Below,16/10/2014,31/7/2017,Medical Leave,M,17308,Suburban,Married,Personal Auto,Hail,Branch,874.324338,Four-Door Car,Small
IN78205,NE,Basic,College,26/5/2010,8/6/2013,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,849.6,SUV,Medsize
AH39293,MO,Basic,College,8/8/2015,1/7/2017,Employed,M,72302,Suburban,Divorced,Personal Auto,Collision,Agent,316.8,Two-Door Car,Medsize
